original_address,lat,lon
"715 Kathryn Ave SE, Albuquerque, NM 87102",35.0665876,-106.6403033
"400 Jackson St SE, Albuquerque, NM 87108",35.074149,-106.589242
"11710 Comanche Rd NE, Albuquerque, NM 87111",35.122949,-106.5091035
"4050 NM-47, Albuquerque, NM 87105",34.94167,-106.666451
"500 Mountain Rd NW, Albuquerque, NM 87102",35.095219,-106.650938
"22014 Club Rd SE BLDG 22014, Albuquerque, NM 87123",35.0659907,-106.5388232
"1700 Yale Blvd SE, Albuquerque, NM 87106",35.06323924,-106.6219504
"10100 Lomas Blvd NE, Albuquerque, NM 87112",35.087234,-106.537218
"2920 Leopoldo Rd NW, Albuquerque, NM 87104",35.10997207,-106.6792903
"2200 6th St NW, Albuquerque, NM 87102",35.10725035,-106.6488981
"2501 University Blvd NE, Albuquerque, NM 87107",35.109291,-106.623907
"12500 Comanche Rd NE, Albuquerque, NM 87111",35.12336,-106.49949
"7900 Marquette Ave NE, Albuquerque, NM 87108",35.0830959,-106.5585508
"5901 Paradise Blvd NW, Albuquerque, NM 87114",35.19465262,-106.7119516
"9220 Broadway Blvd SE, Albuquerque, NM 87105",34.9603204,-106.6597359
"9800 4th St NW 2125, Albuquerque, NM 87114",35.192985,-106.616235
"2312 Arenal Rd SW, Albuquerque, NM 87105",35.050909,-106.6951555
"9190 Coors Blvd NW, Albuquerque, NM 87120",35.1789882,-106.6697966
"14314 Central Ave SW, Albuquerque, NM 87121",35.029174,-106.94882
"5001 Montaño Rd NW, Albuquerque, NM 87120",35.153192,-106.6960915
"9501 Indian School Rd NE, Albuquerque, NM 87112",35.101931,-106.53901
"1505 Candelaria Rd NW, Albuquerque, NM 87107",35.1253229,-106.6605816
"10001 Rainbow Blvd NW, Albuquerque, NM 87114",35.1937093,-106.7377681
"6705 Fortuna Rd NW, Albuquerque, NM 87121",35.09576,-106.7172971
"5500 Glenrio Rd NW, Albuquerque, NM 87105",35.0967117,-106.7019699
"10001 De Vargas Rd SW, Albuquerque, NM 87121",35.055702,-106.740962
"1250 Isleta Blvd SW, Albuquerque, NM 87105",35.05472925,-106.67323
"6000 Anderson Ave SE, Albuquerque, NM 87108",35.063652,-106.579634
"60a Frame Ct, Leederville WA 6007",32.95595066,-117.060852
"4301 National Parks Hwy, Carlsbad, NM 88220",32.36851085,-104.2355961
"2802 W Pierce St, Carlsbad, NM 88220",32.44601718,-104.2626503
"4700 Mabry Dr, Clovis, NM 88101",34.39441556,-103.1482978
"4100 Mabry Dr, Clovis, NM 88101",34.39490182,-103.1557205
"120 N Ruby St, Deming, NM 88030",32.269607,-107.7538312
"14150 NM-418, Deming, NM 88030",32.2388657,-107.992507
"3405 W Historic Hwy 66, Gallup, NM 87301",35.50428679,-108.8388907
"3404 W Historic Hwy 66, Gallup, NM 87301",35.50428586,-108.8388958
"3303 W Historic Hwy 66, Gallup, NM 87301",35.50419314,-108.8394187
"1583 Frontage Rd 4132, Glenrio, NM 88434",35.175289,-103.103934
"600 McBride Rd, Grants, NM 87020",35.0862537,-107.770218
"3710 W Carlsbad Hwy, Hobbs, NM 88240",32.69743325,-103.183597
"4900 Kachina St NW, Albuquerque, NM 87120",35.1545912,-106.694696
"410 E Kansas Ave, Jal, NM 88252",32.1205766,-103.1885757
"1 Giant Crossing, Jamestown, NM 87347",35.4833913,-108.4319334
"801 Barelas Rd SW, Albuquerque, NM 87102",35.07751986,-106.6556017
"2681 W Amador Ave, Las Cruces, NM 88005",32.29739029,-106.8090824
"8993 Robert Larson Blvd, Las Cruces, NM 88007",32.27028727,-106.9200004
"2401 N Grand Ave, Las Vegas, NM 87701",35.61176927,-105.2096037
"855 Clayton Rd, Raton, NM 87740",36.88495858,-104.4276483
"2006 Grande Blvd SE, Rio Rancho, NM 87124",35.222621,-106.6629887
"301 Southern Blvd SE, Rio Rancho, NM 87124",35.24166215,-106.7311413
"4110 Sabana Grande Ave SE, Rio Rancho, NM 87124",35.2429304,-106.654146
"10800 Stonebridge Dr NW, Albuquerque, NM 87114",35.2139653,-106.6884722
"5500 N Main St, Roswell, NM 88201",33.46176785,-104.5241691
"2405 NM-469, San Jon, NM 88434",35.117335,-103.333223
"2369 NM-469, San Jon, NM 88434",35.09018588,-103.331376
"18 Old French Rd, Springer, NM 87747",36.4501745,-104.593194
"2624 S 1st St, Tucumcari, NM 88401",35.1536634,-103.7244767
"3023 S 1st St, Tucumcari, NM 88401",35.14812407,-103.7250755
"3022 S 1st St, Tucumcari, NM 88401",35.14812938,-103.7248724
"2021 S Mountain Rd, Tucumcari, NM 88401",35.158622,-103.7037135
"21 St Francis Dr, Tularosa, NM 88352",33.0627686,-106.015838
"1715 Vado Rd, Vado, NM 88072",32.12504705,-106.64169
"3401 Monroe St NE, Albuquerque, NM 87110",35.1221235,-106.591005
"3001 University Blvd SE, Albuquerque, NM 87106",35.054164,-106.63089
"Albuquerque, NM 87116",35.0841034,-106.650985
"San Jon, NM 88434",35.1064347,-103.3309382
"81 Remsen Ave, New Brunswick, NJ 08901",40.48761,-74.444918
"Warren Spahn Way, Buffalo, NY 14220",42.85067195,-78.806496
"Parking lot, Adirondack Northway, Queensbury, NY 12804",43.30992049,-73.67588073
"4c, 4c Vatrano Rd C, Albany, NY 12205",42.68820245,-73.79781122
"50 Lark St, Albany, NY 12210",42.661092,-73.757779
"71 Fuller Rd Ste 9, Albany, NY 12205",42.6993423,-73.82481574
"488 Broadway Suite 104, Albany, NY 12207",42.6501256,-73.7508074
"71 Fuller Rd 6, Albany, NY 12205",42.699191,-73.825287
"844 Madison Ave, Albany, NY 12208",42.6603335,-73.7818264
"160 Central Ave, Albany, NY 12206",42.6610471,-73.76873953
"17 New Scotland Ave, Albany, NY 12208",42.6542395,-73.7730473
"1 Central Ave, Albany, NY 12205",42.6734,-73.782715
"161 Washington Ave Ext, Albany, NY 12205",42.69814,-73.848031
"8 Corporate Cir, Albany, NY 12203",42.7025282,-73.8809272
"98 Wolf Rd Suite 110, Albany, NY 12205",42.71663,-73.8104708
"7 Hoffman Ave, Albany, NY 12209",42.63832779,-73.77713454
"701 Lincoln Park Rd, Albany, NY 12202",42.64436288,-73.76416194
"278 Van Rensselaer Blvd, Albany, NY 12204",42.69690021,-73.73973732
"54 State St 2nd Floor, Albany, NY 12207",42.6489936,-73.7517697
"316 Partridge St, Albany, NY 12208",42.6596093,-73.78695745
"1400 Washington Ave B-107, Albany, NY 12222",42.689499,-73.820235
"Zoar Ave, Albany, NY 12201",42.63895,-73.78915
"188 NY-146, Altamont, NY 12009",42.7034447,-73.9350044
"PX6F2HX, 6374 Gun Club Rd, Altamont, NY 12009",42.7103026,-74.02621245
"2300 W Jefferson Rd Suite 400, Pittsford, NY 14534",43.0882302,-77.5443888
"770 Wehrle Dr, Cheektowaga, NY 14225",42.9497236,-78.7555923
"5685 Falls Ave, Niagara Falls, ON L2E 6W7, Canada",43.09242,-79.024893
"6032 Churchill St, Niagara Falls, ON L2G 2X2, Canada",43.09242,-79.024893
"Oneida Ln, Niagara Falls, ON L2G 3N5, Canada",43.09242,-79.024893
"13541 Niagara River Pkwy, Niagara Falls, ON L2G 0P8, Canada",43.09242,-79.024893
"8845 Lundys Ln, Niagara Falls, ON L2H 0T5, Canada",43.09242,-79.024893
"665 Kensington Ave, Buffalo, NY 14215",42.9307876,-78.8300131
"651 Co Rd 38, Arkville, NY 12406",42.156961,-74.62038
"47 Clifton Country Rd, Clifton Park, NY 12065",42.857053,-73.78426114
"597 Collins St, Avon, NY 14414",42.9134827,-77.73682241
"100 Morris Ave, Summit, NJ 07901",40.710755,-74.35329
"5 Prospect St, Bainbridge, NY 13733",42.29299777,-75.48588764
"7350 Canton Street Rd, Baldwinsville, NY 13027",43.12521592,-76.33542091
"310 Northline Rd, Ballston Spa, NY 12020",43.024705,-73.85093954
"1 Bayberry Dr, Ballston Spa, NY 12020",42.9790537,-73.78857575
"300 Waring Rd, Rochester, NY 14609",43.1845034,-77.565647
"250 Main St, New York, NY 10044",40.756482,-73.95486
"211 E Main St, Batavia, NY 14020",42.99769775,-78.18062549
"7767 NY-53, Bath, NY 14810",42.3772721,-77.36401214
"7748 NY-53, Bath, NY 14810",42.3766083,-77.36212201
"6966 W Bergen Rd, Bergen, NY 14416",43.07688595,-78.00639328
"1100 Rugby Rd, Syracuse, NY 13203",43.067001,-76.135391
"2 Industrial Park Dr, Binghamton, NY 13904",42.102636,-75.830693
"753 Upper Court Street, Binghamton, NY 13904",42.100981,-75.840284
"3580 Lake Shore Rd, Blasdell, NY 14219",42.794264,-78.846821
"Viele Ave, Bronx, NY 10474",40.80686623,-73.88442901
"190 Fordham St, Bronx, NY 10464",40.84727085,-73.78444763
"212-00 23rd Ave, Bay Terrace, NY 11360",40.781373,-73.777855
"1700 Crotona Ave, Bronx, NY 10457",40.8381199,-73.89343604
"202 Castle Hill Ave, Bronx, NY 10473",40.81204892,-73.84632814
"34 W 134th St, New York, NY 10037",40.8123735,-73.94036111
"3540 Bivona St, Bronx, NY 10475",40.8828711,-73.8325016
"the corner of, 1501 Jerome Avenue, W 172nd St near, Bronx, NY 10452",40.842483,-73.916202
"2 Castle Hill Ave, Bronx, NY 10473",40.81205155,-73.84598256
"201 St Anns Ave, Bronx, NY 10454",40.8059467,-73.9185387
"1020 Jerome Ave, Bronx, NY 10452",40.83222288,-73.92585065
"2530 Jerome Ave, Bronx, NY 10468",40.8645403,-73.89904662
"5625 Arlington Ave, Bronx, NY 10471",40.90499795,-73.90843201
"3225 Reservoir Oval E, Bronx, NY 10467",40.87621857,-73.8788284
"125 Humboldt St, Brooklyn, NY 11206",40.7058235,-73.94160162
"99 Meserole Ave, Brooklyn, NY 11222",40.7270218,-73.953248
"1121 Bedford Ave, Brooklyn, NY 11216",40.68533325,-73.95374874
"4912 14th Ave, Brooklyn, NY 11219",40.6335297,-73.99052356
"895 Granville Payne Ave, Brooklyn, NY 11207",40.667039,-73.89516931
"225 Atlantic Ave, Brooklyn, NY 11201",40.68961516,-73.99186039
"250 Douglass St, Brooklyn, NY 11217",40.68075475,-73.98521167
"177-01 Baisley Blvd, Jamaica, NY 11434",40.6873031,-73.7698212
"550 5th Ave, Brooklyn, NY 11215",40.6658406,-73.9892954
"670 Lafayette Ave, Brooklyn, NY 11216",40.68984,-73.9467222
"422 Central Ave, Brooklyn, NY 11221",40.6929925,-73.91670641
"177 Myrtle Ave, Brooklyn, NY 11201",40.6938072,-73.98456516
"442 DeKalb Ave, Brooklyn, NY 11205",40.6900579,-73.9596696
"1561 Bedford Ave, Brooklyn, NY 11225",40.66874035,-73.95474426
"Schaefer Athletic and Recreation Center, Hoboken, NJ 07030",41.420052,-72.893595
"127 Pennsylvania Ave, Brooklyn, NY 11207",40.67468185,-73.89611693
"862 Park Ave, Brooklyn, NY 11206",40.69816785,-73.94055699
"35 Starr St, Brooklyn, NY 11221",40.7008006,-73.92770108
"667 Eastern Pkwy, Brooklyn, NY 11213",40.670105,-73.94579483
"90 Kent Ave, Brooklyn, NY 11249",40.72329481,-73.9586636
"2980 W 29th St, Brooklyn, NY 11224",40.57336815,-73.99577219
"361 15th St, Brooklyn, NY 11215",40.662725,-73.9831878
"970 42nd St, Brooklyn, NY 11219",40.6430389,-73.9950198
"1835 Sterling Pl, Brooklyn, NY 11233",40.6708694,-73.9177189
"305 MacDougal St, Brooklyn, NY 11233",40.6809358,-73.908047
"110 W 9th St, Brooklyn, NY 11231",40.6757425,-74.0023953
"940 Hancock St, Brooklyn, NY 11233",40.68691745,-73.9162531
"1555 Linden Blvd, Brooklyn, NY 11212",40.65627315,-73.90271889
"1251 Prospect Pl, Brooklyn, NY 11213",40.6738837,-73.93489889
"80 Clymer St, Brooklyn, NY 11249",40.7049597,-73.9657769
"326 8th St, Brooklyn, NY 11215",40.668975,-73.98432567
"630 Mother Gaston Blvd, Brooklyn, NY 11212",40.6634787,-73.9056005
"95 Main St, Buffalo, NY 14203",42.876871,-78.87692369
"5 Porter Ave, Buffalo, NY 14201",42.89655653,-78.90131092
"1171 E Lovejoy St, Buffalo, NY 14206",42.8895813,-78.8046884
"877 E Delavan Ave, Buffalo, NY 14215",42.9221767,-78.8241674
"118 E Utica St, Buffalo, NY 14209",42.9113943,-78.8614804
"2777 Bailey Ave, Buffalo, NY 14215",42.9303043,-78.8131114
"175 Oakmont Ave, Buffalo, NY 14215",42.932334,-78.8072369
"234 Jefferson Ave, Buffalo, NY 14204",42.8814157,-78.8544671
"1615 Amherst Manor Dr, Buffalo, NY 14221",42.99452855,-78.7825205
"730 Hopkins Rd, Williamsville, NY 14221",42.9994181,-78.7415967
"Houston Gymnasium, 267 Rees St, Buffalo, NY 14222",42.93352791,-78.8873153
"1200 Parker Blvd, Buffalo, NY 14223",42.969601,-78.838255
"787 Delaware Ave, Buffalo, NY 14209",42.9051105,-78.8715176
"626 Abbott Rd, Buffalo, NY 14220",42.84742,-78.811126
"85 N Forest Rd, Buffalo, NY 14221",42.9633784,-78.75820171
"155 Lawn Ave, Buffalo, NY 14207",42.9502525,-78.8879282
"1 Seneca St, Buffalo, NY 14203",42.8795322,-78.8759022
"422 Pratt St, Buffalo, NY 14204",42.89204559,-78.86019852
"2881 Southwestern Blvd 5, Orchard Park, NY 14127",42.8070415,-78.7307497
"140 Halstead Ave, Buffalo, NY 14212",42.89433595,-78.79444095
"121 W Tupper St, Buffalo, NY 14201",42.89419252,-78.87657198
"1620 Southwestern Blvd, Buffalo, NY 14224",42.8121685,-78.70194452
"140 Chandler St, Buffalo, NY 14207",42.9434042,-78.8858867
"1500 Clinton St, Buffalo, NY 14206",42.87255782,-78.82103653
"1 Pool Plaza, Buffalo, NY 14223",42.98218845,-78.86652765
"735 Maryvale Dr, Cheektowaga, NY 14225",42.933288,-78.7606536
"585 William St, Buffalo, NY 14206",42.8846127,-78.8492932
"31 Genesee St, Buffalo, NY 14202",42.88712944,-78.87660277
"4705 S Main St, Hemlock, NY 14466",42.79045543,-77.60575108
"off, Carlyle Green, Staten Island, NY 10312",40.55531245,-74.1984995
"222 Autumnwood Dr, Cheektowaga, NY 14227",42.8745671,-78.7193785
"2275 Union Rd, Cheektowaga, NY 14227",42.8619997,-78.7539212
"3737 Union Rd Ste 7, Cheektowaga, NY 14225",42.9135958,-78.7541372
"100 Thruway Plaza Dr, Cheektowaga, NY 14225",42.90512315,-78.77828619
"810 Losson Rd, Cheektowaga, NY 14227",42.88127372,-78.730123
"2 Genesee St, Cherry Valley, NY 13320",42.7980882,-74.7580067
"67-09 Kissena Blvd, Flushing, NY 11367",40.7351619,-73.8140897
"10405 Main St, Clarence, NY 14031",42.979957,-78.599404
"1209 Bay Rd, Webster, NY 14580",43.1920814,-77.5093636
"399 Nassau Blvd, West Hempstead, NY 11552",40.69644165,-73.6592406
"600 Glen St YMCA, Glens Falls, NY 12801",43.32291415,-73.66270699
"195 Troy-Schenectady Rd, Latham, NY 12110",42.74026865,-73.73225531
"5833 Snyder Dr, Lockport, NY 14094",43.144136,-78.6911497
"801 Hooper Rd, Endwell, NY 13760",42.127979,-76.02848
"100 3rd St, Cresskill, NJ 07626",40.9386477,-73.9648895
"5 Locust Ln, Clifton Park, NY 12065",42.856161,-73.80797682
"22 Remsen St 40, Cohoes, NY 12047",42.77579892,-73.70161992
"71 Schermerhorn Rd, Cohoes, NY 12047",42.7958832,-73.7459784
"34 James St, Cohoes, NY 12047",42.7656364,-73.7092874
"969 Watervliet Shaker Rd, Colonie, NY 12205",42.742638,-73.8272842
"30 Aviation Rd, Colonie, NY 12205",42.7145273,-73.80013039
"3 Thunder Rd, Colonie, NY 12205",42.7204244,-73.83376056
"Shambrook Pkwy, Colonie, NY 12205",42.70605511,-73.83613356
"9941 Fort Hamilton Pkwy, Brooklyn, NY 11209",40.6118292,-74.03165393
"155 Bay St, Brooklyn, NY 11231",40.67216371,-74.00404484
"98-38 57th Ave, Corona, NY 11368",40.73722215,-73.8604766
"43 West Ave, Dansville, NY 14437",42.5566078,-77.7016359
"9616 Commerce Dr, Dansville, NY 14437",42.5662941,-77.71952306
"78 Dumbarton Dr, Delmar, NY 12054",42.61686614,-73.81154714
"570 Gould Ave, Depew, NY 14043",42.905324,-78.6867614
"93 Honorine Dr, Depew, NY 14043",42.89043429,-78.71845253
"575 Vanderbilt Pkwy, Dix Hills, NY 11746",40.8141456,-73.3277931
"8586 Transit Rd, East Amherst, NY 14051",43.08336177,-78.696754
"4415 Millersport Hwy, East Amherst, NY 14051",43.0557207,-78.72261133
"20 Community Way, East Greenbush, NY 12061",42.61683945,-73.69584724
"16 Mill Creek Dr, East Greenbush, NY 12061",42.6129929,-73.6994934
"100 E Ivy St, East Rochester, NY 14445",43.10799878,-77.48627692
"101 Ontario St, East Rochester, NY 14445",43.11257045,-77.47647272
"145 Averill Blvd, Elmont, NY 11003",40.71256115,-73.68544205
"3333 W Henrietta Rd, Rochester, NY 14623",43.08933395,-77.64338824
"4646 Fairport Nine Mile Point Rd 2, Fairport, NY 14450",43.1096403,-77.4402262
"1350 Turk Hill Rd, Fairport, NY 14450",43.08116315,-77.42887989
"200 Towne Dr, Fayetteville, NY 13066",43.0353758,-76.0207118
"36 River Rd, New York, NY 10044",40.76536371,-73.94740732
"124 Stewart St, Floral Park, NY 11001",40.72474574,-73.69630521
"131-40 Fowler Ave, Flushing, NY 11355",40.75138195,-73.83400719
"139-10 34th Ave, Flushing, NY 11354",40.7669719,-73.82865045
"138-46 Northern Blvd, Flushing, NY 11354",40.7639042,-73.82640378
"257 Washington Ave Ext, Albany, NY 12205",42.706272,-73.859211
"71 Columbus Ave, Tuckahoe, NY 10707",40.95912257,-73.82050343
"11300 NY-149, Fort Ann, NY 12827",43.413441,-73.497876
"130 E Merrick Rd, Freeport, NY 11520",40.65311725,-73.57575677
"134 community dr, Rutland, VT 05701",43.601336,-73.000363
"215 Ballard Rd 1356, Gansevoort, NY 12831",43.1701592,-73.7137862
"399 W William St, Geneva, NY 14456",42.86274613,-77.00155928
"2640 N Forest Rd, Getzville, NY 14068",43.0142268,-78.7847513
"25 Driving Park Ave, Rochester, NY 14613",43.1803071,-77.6301423
"3278 Whitehaven Rd, Grand Island, NY 14072",43.0207661,-79.0135128
"340 Whitehall Rd, Albany, NY 12208",42.6490694,-73.8062943
"180 W 135th St, New York, NY 10030",40.81506178,-73.94334422
"12 Shore Dr, Great Neck, NY 11021",40.78311373,-73.74556513
"530 Van Binsberger Blvd, Paramus, NJ 07652",40.9585893,-74.08427175
"601 Gertrude Ave, Syracuse, NY 13209",43.05902765,-76.21532787
"400 Andrews St, Rochester, NY 14604",43.1606567,-77.6043075
"310 Elmridge Center Dr, Greece, NY 14626",43.215757,-77.726035
"Elmridge, 500 Elmridge Center Dr, Rochester, NY 14626",43.21651,-77.727815
"250 Winding Brook Dr, Guilderland, NY 12084",42.6963753,-73.904674
"5928 State Farm Rd, Guilderland, NY 12084",42.6857489,-73.8995082
"2080 Western Ave, Guilderland, NY 12084",42.6972944,-73.8925529
"8711 18th Ave, Brooklyn, NY 11214",40.605121,-74.004749
"80 Torry Dr, Hamburg, NY 14075",42.72908825,-78.81626464
"Mile Post, 6N NY State Thruway, Hastings-On-Hudson, NY 10706",40.99454,-73.87875
"1799 Lehigh Station Rd, Henrietta, NY 14467",43.05761695,-77.60698181
"595 Calkins Rd, Henrietta, NY 14467",43.065425,-77.62093
"1186 Manitou Rd, Hilton, NY 14468",43.2555077,-77.7504087
"249 N Greece Rd, Hilton, NY 14468",43.2813588,-77.7322399
"75 Public Square, Holley, NY 14470",43.2252298,-78.0244772
"249 Buckley Rd, Holtsville, NY 11742",40.79867941,-73.03799009
"3315 Rush Mendon Rd, Honeoye Falls, NY 14472",42.9968013,-77.5598447
"167 N Main St, Honeoye Falls, NY 14472",42.96136115,-77.5891421
"95 Douglas Rd, Honeoye Falls, NY 14472",43.028352,-77.555436
"60 Main St, Huntington, NY 11743",40.87399935,-73.41746781
"295 Main St, Buffalo, NY 14203",42.8824349,-78.8745111
"102 Pierpont Pl, Staten Island, NY 10314",40.5789004,-74.15666751
"201 Central Ave, Jersey City, NJ 07307",40.74179355,-74.05437128
"914 Pavonia Ave, Jersey City, NJ 07306",40.7344935,-74.0711379
"50 Graham Rd W, Ithaca, NY 14850",42.4864193,-76.49028886
"76-09 34th Ave, Jackson Heights, NY 11372",40.75346355,-73.8901036
"238-10 Hillside Ave, Jamaica, NY 11426",40.732888,-73.727727
"89-25 Parsons Blvd, Jamaica, NY 11432",40.7050781,-73.8010858
"161 Grand Ave, Johnson City, NY 13790",42.11103875,-75.9557127
"740 Main St, Johnson City, NY 13790",42.1163936,-75.9783771
"2 Prindle Ave, Johnstown, NY 12095",43.007944,-74.3634065
"135 Wilber Ave, Kenmore, NY 14217",42.9624802,-78.881614
"425 Mang Ave, Kenmore, NY 14217",42.96216965,-78.88535588
"535 Belmont Ave, Kenmore, NY 14223",42.98419895,-78.85209376
"257 Fairview Ave, Verona, NJ 07044",40.847549,-74.24539
"280 Scottsville - West Henrietta Rd, West Henrietta, NY 14586",43.0364427,-77.712243
"1446 Abbott Rd, Lackawanna, NY 14218",42.82666,-78.803779
"525 Pavement Rd, Lancaster, NY 14086",42.92959245,-78.62204734
"140 Hommocks Rd, Larchmont, NY 10538",40.9334275,-73.7454787
"11 Avis Dr, Latham, NY 12110",42.74912995,-73.77837386
"12 Bank St, Le Roy, NY 14482",42.9767616,-77.990288
"8150 Vallance Rd, Le Roy, NY 14482",43.0308215,-77.941277
"58-25 Little Neck Pkwy, Little Neck, NY 11362",40.76134735,-73.72287588
"4775 Wetzel Rd, Liverpool, NY 13090",43.14942736,-76.18886595
"133 Duerr Rd, Liverpool, NY 13090",43.1204797,-76.2273677
"106 Lake Dr, Liverpool, NY 13088",43.1006115,-76.2067464
"107 7th N St, Liverpool, NY 13088",43.110945,-76.204514
"292 North St, Pittsfield, MA 01201",42.4526823,-73.25293677
"40-15 29th St, Long Island City, NY 11101",40.751813,-73.935891
"32-23 Queens Blvd, Long Island City, NY 11101",40.7450259,-73.9322787
"8175 Sheridan Dr, Williamsville, NY 14221",42.9769985,-78.6903552
"351 North St, Canandaigua, NY 14424",42.899143,-77.304864
"3742 US-11, McGraw, NY 13101",42.58792125,-76.13026002
"306 Pearl St, Medina, NY 14103",43.2220068,-78.3923178
"81 Highland Ave, Middletown, NY 10940",41.4524987,-74.42134461
"155 Washington Ave, Mineola, NY 11501",40.7480048,-73.64169206
"230 Liberty Ave, Mineola, NY 11501",40.7465916,-73.62572
"125 Neelytown Rd, Montgomery, NY 12549",41.50391675,-74.22060431
"2280 Park Rd, Mt Morris, NY 14510",42.7300405,-77.9177867
"8 Bradford Rd, Mt Vernon, NY 10553",40.91189594,-73.81771619
"44 Morrison Rd, Springfield, NJ 07081",40.7135244,-74.3162619
"31 Zukor Rd, New City, NY 10956",41.1722671,-73.9880978
"10 Medical Park Dr, Ballston Spa, NY 12020",42.9752299,-73.8060226
"999 Herricks Rd 113, New Hyde Park, NY 11040",40.759016,-73.660413
"3 Veterans Dr, New Paltz, NY 12561",41.7565744,-74.082084
"1 Hudson Park Rd, New Rochelle, NY 10801",40.907378,-73.771448
"50 Weyman Ave, New Rochelle, NY 10805",40.8999235,-73.7910621
"80 Catherine St, New York, NY 10038",40.71044425,-73.99713231
"Between 32nd and 33rd Streets, Broadway and, 6th Ave, New York, NY 10001",40.777048,-73.967596
"390 Asser Levy Place, New York, NY 10010",40.73656245,-73.97573946
"58 W 42nd St, New York, NY 10036",40.75419292,-73.98280092
"62 Chelsea Piers, New York, NY 10011",40.7485056,-74.0087396
"60 Chelsea Piers, New York, NY 10011",40.7457214,-74.0087249
"125 W 14th St, New York, NY 10011",40.73800445,-73.99776144
"1401 Flatbush Ave, Brooklyn, NY 11210",40.63655718,-73.95147165
"760 Northfield Ave Suite 210A, West Orange, NJ 07052",40.768356,-74.295825
"18 Mt Morris Park W, New York, NY 10027",40.8049801,-73.9449161
"1899 Hempstead Tpke, East Meadow, NY 11554",40.7243932,-73.5664456
"205 W 119th St, New York, NY 10026",40.80558355,-73.95168065
"220 W 143rd St, New York, NY 10030",40.8206553,-73.941213
"Webster Road, Little Falls Township, NJ 07424",40.866029,-74.195279
"2301 Amsterdam Ave, New York, NY 10033",40.84278045,-73.93424592
"232 W 60th St, New York, NY 10023",40.771542,-73.988606
"85 Bradhurst Ave, New York, NY 10039",40.82415291,-73.94212673
"482 W 43rd St 2nd floor, New York, NY 10036",40.759947,-73.9947283
"195 Graham Ave, Brooklyn, NY 11206",40.70916125,-73.94392302
"344 E 14th St, New York, NY 10003",40.7313187,-73.9832612
"Battery Pl and, Washington St, New York, NY 10004",40.70828648,-74.0143567
"351 Fort Washington Ave, New York, NY 10033",40.84641865,-73.94077034
"E 10th St, New York, NY 10009",40.72539215,-73.97635173
"611 E 13th St, New York, NY 10009",40.7284447,-73.9774691
"224 E 47th St, New York, NY 10017",40.7532316,-73.97090814
"434 Westchester Ave, Bronx, NY 10455",40.81630335,-73.91550541
"239 NY-17K, Newburgh, NY 12550",41.52130275,-74.11294925
"1201 Hyde Park Blvd, Niagara Falls, NY 14301",43.099963,-79.026272
"2713 Niagara Fls Blvd, Niagara Falls, NY 14304",43.0912564,-78.9021368
"4300 Pine Ave, Niagara Falls, NY 14301",43.094496,-79.015751
"530 66th St, Niagara Falls, NY 14304",43.08417454,-78.98824114
"5777 Witmer Rd, Niagara Falls, NY 14305",43.12799109,-79.02839366
"261-10 Bridgewater Ave, Glen Oaks, NY 11004",40.75469252,-73.71835889
"305 Stanton Hill Rd, Nichols, NY 13812",42.0636154,-76.323782
"Southern Tier Expy, Nichols, NY 13812",42.02390519,-76.372674
"2682 Aqueduct Rd, Niskayuna, NY 12309",42.84130205,-73.90618344
"151 Phelps Ln, North Babylon, NY 11703",40.7254436,-73.33094599
"129 Parkway, North Chili, NY 14514",43.116999,-77.790928
"848 Payne Ave, North Tonawanda, NY 14120",43.0457656,-78.8761564
"Fairmount Park, 3185 Stieg Rd, North Tonawanda, NY 14120",43.093652,-78.869181
"Merrick Ave, East Meadow, NY 11554",40.71724236,-73.57451616
"51 West End Ave, Oneonta, NY 13820",42.4576438,-75.087603
"150 Tech Dr, Amherst, NY 14221",42.9618303,-78.7181456
"4520 California Rd, Orchard Park, NY 14127",42.75702665,-78.77645566
"3636 Eggert Rd, Orchard Park, NY 14127",42.7846677,-78.7507463
"Southern Tier Expy, Painted Post, NY 14870",42.15457846,-77.09084576
"881 West Ave, Port Reading, NJ 07064",40.56505384,-74.25215643
"Wilson Park, 1100 Summit Terrace, Linden, NJ 07036",40.636327,-74.268519
"35 Cazenovia St, Buffalo, NY 14210",42.8487217,-78.81180716
"101 Ransom Oaks Dr, East Amherst, NY 14051",43.0407312,-78.71736357
"1985 Baird Rd, Penfield, NY 14526",43.1373396,-77.4653839
"1835 Fairport Nine Mile Point Rd, Penfield, NY 14526",43.14964235,-77.43721547
"8 Banta St Suite 100, Phelps, NY 14532",42.9605285,-77.06031947
"204 Hudson Terrace, Piermont, NY 10968",41.0437935,-73.91845308
"50 Office Park Way, Pittsford, NY 14534",43.085771,-77.546992
"170 W Jefferson Rd, Pittsford, NY 14534",43.0891338,-77.53548408
"35 Lincoln Ave, Pittsford, NY 14534",43.0899668,-77.51965711
"20 Arrowhead Rd, Pittsford, NY 14534",43.04457785,-77.48462704
"4319 NY-22, Plattsburgh, NY 12901",44.659528,-73.48298575
"18 Keyes Ln, Troy, NY 12180",42.75293475,-73.61984837
"424 Stafford St, Palmyra, NY 14522",43.05784433,-77.24186124
"131-04 Meridian Rd, Queens, NY 11368",40.7517767,-73.8373747
"207 Beach 73rd St, Queens, NY 11692",40.58928992,-73.80113651
"59 Fisk St 1713, Red Hook, NY 12571",41.992885,-73.869471
